step,time,z,vz,KE
32479,3.24790000e+00,3.79119269e-01,1.83644287e-01,1.68626120e-02
32480,3.24800000e+00,3.79137536e-01,1.82663287e-01,1.66829382e-02
32481,3.24810000e+00,3.79155704e-01,1.81682287e-01,1.65042266e-02
32482,3.24820000e+00,3.79173774e-01,1.80701287e-01,1.63264775e-02
32483,3.24830000e+00,3.79191746e-01,1.79720287e-01,1.61496907e-02
32484,3.24840000e+00,3.79209620e-01,1.78739287e-01,1.59738663e-02
32485,3.24850000e+00,3.79227396e-01,1.77758287e-01,1.57990042e-02
32486,3.24860000e+00,3.79245074e-01,1.76777287e-01,1.56251045e-02
32487,3.24870000e+00,3.79262653e-01,1.75796287e-01,1.54521672e-02
32488,3.24880000e+00,3.79280135e-01,1.74815287e-01,1.52801922e-02
32489,3.24890000e+00,3.79297518e-01,1.73834287e-01,1.51091796e-02
32490,3.24900000e+00,3.79314804e-01,1.72853287e-01,1.49391294e-02
32491,3.24910000e+00,3.79331991e-01,1.71872287e-01,1.47700415e-02
32492,3.24920000e+00,3.79349080e-01,1.70891287e-01,1.46019159e-02
32493,3.24930000e+00,3.79366071e-01,1.69910287e-01,1.44347528e-02
32494,3.24940000e+00,3.79382964e-01,1.68929287e-01,1.42685520e-02
32495,3.24950000e+00,3.79399759e-01,1.67948287e-01,1.41033135e-02
32496,3.24960000e+00,3.79416455e-01,1.66967287e-01,1.39390374e-02
32497,3.24970000e+00,3.79433054e-01,1.65986287e-01,1.37757237e-02
32498,3.24980000e+00,3.79449555e-01,1.65005287e-01,1.36133723e-02
32499,3.24990000e+00,3.79465957e-01,1.64024287e-01,1.34519833e-02
32500,3.25000000e+00,3.79482261e-01,1.63043287e-01,1.32915567e-02
32501,3.25010000e+00,3.79498468e-01,1.62062287e-01,1.31320924e-02
32502,3.25020000e+00,3.79514576e-01,1.61081287e-01,1.29735905e-02
32503,3.25030000e+00,3.79530586e-01,1.60100287e-01,1.28160509e-02
32504,3.25040000e+00,3.79546498e-01,1.59119287e-01,1.26594737e-02
32505,3.25050000e+00,3.79562311e-01,1.58138287e-01,1.25038589e-02
32506,3.25060000e+00,3.79578027e-01,1.57157287e-01,1.23492064e-02
32507,3.25070000e+00,3.79593645e-01,1.56176287e-01,1.21955163e-02
32508,3.25080000e+00,3.79609164e-01,1.55195287e-01,1.20427885e-02
32509,3.25090000e+00,3.79624586e-01,1.54214287e-01,1.18910231e-02
32510,3.25100000e+00,3.79639909e-01,1.53233287e-01,1.17402201e-02
32511,3.25110000e+00,3.79655134e-01,1.52252287e-01,1.15903794e-02
32512,3.25120000e+00,3.79670261e-01,1.51271287e-01,1.14415011e-02
32513,3.25130000e+00,3.79685291e-01,1.50290287e-01,1.12935851e-02
32514,3.25140000e+00,3.79700221e-01,1.49309287e-01,1.11466315e-02
32515,3.25150000e+00,3.79715054e-01,1.48328287e-01,1.10006403e-02
32516,3.25160000e+00,3.79729789e-01,1.47347287e-01,1.08556114e-02
32517,3.25170000e+00,3.79744426e-01,1.46366287e-01,1.07115449e-02
32518,3.25180000e+00,3.79758964e-01,1.45385287e-01,1.05684408e-02
32519,3.25190000e+00,3.79773405e-01,1.44404287e-01,1.04262990e-02
32520,3.25200000e+00,3.79787747e-01,1.43423287e-01,1.02851196e-02
32521,3.25210000e+00,3.79801991e-01,1.42442287e-01,1.01449025e-02
32522,3.25220000e+00,3.79816137e-01,1.41461287e-01,1.00056478e-02
32523,3.25230000e+00,3.79830185e-01,1.40480287e-01,9.86735547e-03
32524,3.25240000e+00,3.79844135e-01,1.39499287e-01,9.73002549e-03
32525,3.25250000e+00,3.79857987e-01,1.38518287e-01,9.59365787e-03
32526,3.25260000e+00,3.79871741e-01,1.37537287e-01,9.45825261e-03
32527,3.25270000e+00,3.79885396e-01,1.36556287e-01,9.32380972e-03
32528,3.25280000e+00,3.79898954e-01,1.35575287e-01,9.19032918e-03
32529,3.25290000e+00,3.79912413e-01,1.34594287e-01,9.05781100e-03
32530,3.25300000e+00,3.79925775e-01,1.33613287e-01,8.92625519e-03
32531,3.25310000e+00,3.79939038e-01,1.32632287e-01,8.79566174e-03
32532,3.25320000e+00,3.79952203e-01,1.31651287e-01,8.66603064e-03
32533,3.25330000e+00,3.79965270e-01,1.30670287e-01,8.53736191e-03
32534,3.25340000e+00,3.79978239e-01,1.29689287e-01,8.40965554e-03
32535,3.25350000e+00,3.79991110e-01,1.28708287e-01,8.28291153e-03
32536,3.25360000e+00,3.80003883e-01,1.27727287e-01,8.15712988e-03
32537,3.25370000e+00,3.80016557e-01,1.26746287e-01,8.03231059e-03
32538,3.25380000e+00,3.80029134e-01,1.25765287e-01,7.90845367e-03
32539,3.25390000e+00,3.80041612e-01,1.24784287e-01,7.78555910e-03
32540,3.25400000e+00,3.80053992e-01,1.23803287e-01,7.66362690e-03
32541,3.25410000e+00,3.80066275e-01,1.22822287e-01,7.54265705e-03
32542,3.25420000e+00,3.80078459e-01,1.21841287e-01,7.42264957e-03
32543,3.25430000e+00,3.80090545e-01,1.20860287e-01,7.30360445e-03
32544,3.25440000e+00,3.80102533e-01,1.19879287e-01,7.18552169e-03
32545,3.25450000e+00,3.80114423e-01,1.18898287e-01,7.06840129e-03
32546,3.25460000e+00,3.80126214e-01,1.17917287e-01,6.95224325e-03
32547,3.25470000e+00,3.80137908e-01,1.16936287e-01,6.83704757e-03
32548,3.25480000e+00,3.80149504e-01,1.15955287e-01,6.72281426e-03
32549,3.25490000e+00,3.80161001e-01,1.14974287e-01,6.60954330e-03
32550,3.25500000e+00,3.80172400e-01,1.13993287e-01,6.49723470e-03
32551,3.25510000e+00,3.80183701e-01,1.13012287e-01,6.38588847e-03
32552,3.25520000e+00,3.80194905e-01,1.12031287e-01,6.27550460e-03
32553,3.25530000e+00,3.80206010e-01,1.11050287e-01,6.16608309e-03
32554,3.25540000e+00,3.80217017e-01,1.10069287e-01,6.05762394e-03
32555,3.25550000e+00,3.80227925e-01,1.09088287e-01,5.95012715e-03
32556,3.25560000e+00,3.80238736e-01,1.08107287e-01,5.84359272e-03
32557,3.25570000e+00,3.80249449e-01,1.07126287e-01,5.73802065e-03
32558,3.25580000e+00,3.80260063e-01,1.06145287e-01,5.63341094e-03
32559,3.25590000e+00,3.80270580e-01,1.05164287e-01,5.52976360e-03
32560,3.25600000e+00,3.80280998e-01,1.04183287e-01,5.42707861e-03
32561,3.25610000e+00,3.80291318e-01,1.03202287e-01,5.32535599e-03
32562,3.25620000e+00,3.80301540e-01,1.02221287e-01,5.22459573e-03
32563,3.25630000e+00,3.80311664e-01,1.01240287e-01,5.12479782e-03
32564,3.25640000e+00,3.80321690e-01,1.00259287e-01,5.02596228e-03
32565,3.25650000e+00,3.80331618e-01,9.92782867e-02,4.92808910e-03
32566,3.25660000e+00,3.80341448e-01,9.82972867e-02,4.83117829e-03
32567,3.25670000e+00,3.80351180e-01,9.73162867e-02,4.73522983e-03
32568,3.25680000e+00,3.80360813e-01,9.63352867e-02,4.64024373e-03
32569,3.25690000e+00,3.80370349e-01,9.53542867e-02,4.54621999e-03
32570,3.25700000e+00,3.80379786e-01,9.43732867e-02,4.45315862e-03
32571,3.25710000e+00,3.80389125e-01,9.33922867e-02,4.36105961e-03
32572,3.25720000e+00,3.80398366e-01,9.24112867e-02,4.26992295e-03
32573,3.25730000e+00,3.80407509e-01,9.14302867e-02,4.17974866e-03
32574,3.25740000e+00,3.80416554e-01,9.04492867e-02,4.09053673e-03
32575,3.25750000e+00,3.80425501e-01,8.94682867e-02,4.00228716e-03
32576,3.25760000e+00,3.80434350e-01,8.84872867e-02,3.91499995e-03
32577,3.25770000e+00,3.80443100e-01,8.75062867e-02,3.82867510e-03
32578,3.25780000e+00,3.80451753e-01,8.65252867e-02,3.74331262e-03
32579,3.25790000e+00,3.80460307e-01,8.55442867e-02,3.65891249e-03
32580,3.25800000e+00,3.80468764e-01,8.45632867e-02,3.57547473e-03
32581,3.25810000e+00,3.80477122e-01,8.35822867e-02,3.49299932e-03
32582,3.25820000e+00,3.80485382e-01,8.26012867e-02,3.41148628e-03
32583,3.25830000e+00,3.80493544e-01,8.16202867e-02,3.33093560e-03
32584,3.25840000e+00,3.80501608e-01,8.06392867e-02,3.25134728e-03
32585,3.25850000e+00,3.80509574e-01,7.96582867e-02,3.17272132e-03
32586,3.25860000e+00,3.80517441e-01,7.86772867e-02,3.09505772e-03
32587,3.25870000e+00,3.80525211e-01,7.76962867e-02,3.01835648e-03
32588,3.25880000e+00,3.80532883e-01,7.67152867e-02,2.94261761e-03
32589,3.25890000e+00,3.80540456e-01,7.57342867e-02,2.86784109e-03
32590,3.25900000e+00,3.80547931e-01,7.47532867e-02,2.79402694e-03
32591,3.25910000e+00,3.80555309e-01,7.37722867e-02,2.72117514e-03
32592,3.25920000e+00,3.80562588e-01,7.27912867e-02,2.64928571e-03
32593,3.25930000e+00,3.80569769e-01,7.18102867e-02,2.57835864e-03
32594,3.25940000e+00,3.80576852e-01,7.08292867e-02,2.50839393e-03
32595,3.25950000e+00,3.80583837e-01,6.98482867e-02,2.43939158e-03
32596,3.25960000e+00,3.80590723e-01,6.88672867e-02,2.37135159e-03
32597,3.25970000e+00,3.80597512e-01,6.78862867e-02,2.30427396e-03
32598,3.25980000e+00,3.80604202e-01,6.69052867e-02,2.23815869e-03
32599,3.25990000e+00,3.80610795e-01,6.59242867e-02,2.17300579e-03
32600,3.26000000e+00,3.80617289e-01,6.49432867e-02,2.10881524e-03
32601,3.26010000e+00,3.80623685e-01,6.39622867e-02,2.04558706e-03
32602,3.26020000e+00,3.80629984e-01,6.29812867e-02,1.98332124e-03
32603,3.26030000e+00,3.80636184e-01,6.20002867e-02,1.92201777e-03
32604,3.26040000e+00,3.80642286e-01,6.10192867e-02,1.86167667e-03
32605,3.26050000e+00,3.80648289e-01,6.00382867e-02,1.80229793e-03
32606,3.26060000e+00,3.80654195e-01,5.90572867e-02,1.74388156e-03
32607,3.26070000e+00,3.80660003e-01,5.80762867e-02,1.68642754e-03
32608,3.26080000e+00,3.80665712e-01,5.70952867e-02,1.62993588e-03
32609,3.26090000e+00,3.80671324e-01,5.61142867e-02,1.57440659e-03
32610,3.26100000e+00,3.80676837e-01,5.51332867e-02,1.51983965e-03
32611,3.26110000e+00,3.80682252e-01,5.41522867e-02,1.46623508e-03
32612,3.26120000e+00,3.80687569e-01,5.31712867e-02,1.41359286e-03
32613,3.26130000e+00,3.80692788e-01,5.21902867e-02,1.36191301e-03
32614,3.26140000e+00,3.80697909e-01,5.12092867e-02,1.31119552e-03
32615,3.26150000e+00,3.80702932e-01,5.02282867e-02,1.26144039e-03
32616,3.26160000e+00,3.80707857e-01,4.92472867e-02,1.21264762e-03
32617,3.26170000e+00,3.80712683e-01,4.82662867e-02,1.16481722e-03
32618,3.26180000e+00,3.80717412e-01,4.72852867e-02,1.11794917e-03
32619,3.26190000e+00,3.80722042e-01,4.63042867e-02,1.07204348e-03
32620,3.26200000e+00,3.80726575e-01,4.53232867e-02,1.02710016e-03
32621,3.26210000e+00,3.80731009e-01,4.43422867e-02,9.83119194e-04
32622,3.26220000e+00,3.80735345e-01,4.33612867e-02,9.40100592e-04
32623,3.26230000e+00,3.80739583e-01,4.23802867e-02,8.98044350e-04
32624,3.26240000e+00,3.80743723e-01,4.13992867e-02,8.56950469e-04
32625,3.26250000e+00,3.80747765e-01,4.04182867e-02,8.16818949e-04
32626,3.26260000e+00,3.80751709e-01,3.94372867e-02,7.77649791e-04
32627,3.26270000e+00,3.80755554e-01,3.84562867e-02,7.39442993e-04
32628,3.26280000e+00,3.80759302e-01,3.74752867e-02,7.02198556e-04
32629,3.26290000e+00,3.80762951e-01,3.64942867e-02,6.65916480e-04
32630,3.26300000e+00,3.80766503e-01,3.55132867e-02,6.30596766e-04
32631,3.26310000e+00,3.80769956e-01,3.45322867e-02,5.96239412e-04
32632,3.26320000e+00,3.80773311e-01,3.35512867e-02,5.62844419e-04
32633,3.26330000e+00,3.80776568e-01,3.25702867e-02,5.30411787e-04
32634,3.26340000e+00,3.80779727e-01,3.15892867e-02,4.98941517e-04
32635,3.26350000e+00,3.80782788e-01,3.06082867e-02,4.68433607e-04
32636,3.26360000e+00,3.80785750e-01,2.96272867e-02,4.38888058e-04
32637,3.26370000e+00,3.80788615e-01,2.86462867e-02,4.10304870e-04
32638,3.26380000e+00,3.80791382e-01,2.76652867e-02,3.82684044e-04
32639,3.26390000e+00,3.80794050e-01,2.66842867e-02,3.56025578e-04
32640,3.26400000e+00,3.80796620e-01,2.57032867e-02,3.30329473e-04
32641,3.26410000e+00,3.80799093e-01,2.47222867e-02,3.05595730e-04
32642,3.26420000e+00,3.80801467e-01,2.37412867e-02,2.81824347e-04
32643,3.26430000e+00,3.80803743e-01,2.27602867e-02,2.59015325e-04
32644,3.26440000e+00,3.80805921e-01,2.17792867e-02,2.37168664e-04
32645,3.26450000e+00,3.80808000e-01,2.07982867e-02,2.16284365e-04
32646,3.26460000e+00,3.80809982e-01,1.98172867e-02,1.96362426e-04
32647,3.26470000e+00,3.80811866e-01,1.88362867e-02,1.77402848e-04
32648,3.26480000e+00,3.80813651e-01,1.78552867e-02,1.59405631e-04
32649,3.26490000e+00,3.80815339e-01,1.68742867e-02,1.42370776e-04
32650,3.26500000e+00,3.80816928e-01,1.58932867e-02,1.26298281e-04
32651,3.26510000e+00,3.80818419e-01,1.49122867e-02,1.11188147e-04
32652,3.26520000e+00,3.80819812e-01,1.39312867e-02,9.70403744e-05
32653,3.26530000e+00,3.80821108e-01,1.29502867e-02,8.38549626e-05
32654,3.26540000e+00,3.80822304e-01,1.19692867e-02,7.16319119e-05
32655,3.26550000e+00,3.80823403e-01,1.09882867e-02,6.03712222e-05
32656,3.26560000e+00,3.80824404e-01,1.00072867e-02,5.00728934e-05
32657,3.26570000e+00,3.80825307e-01,9.02628669e-03,4.07369257e-05
32658,3.26580000e+00,3.80826111e-01,8.04528669e-03,3.23633189e-05
32659,3.26590000e+00,3.80826818e-01,7.06428669e-03,2.49520732e-05
32660,3.26600000e+00,3.80827426e-01,6.08328669e-03,1.85031885e-05
32661,3.26610000e+00,3.80827936e-01,5.10228669e-03,1.30166647e-05
32662,3.26620000e+00,3.80828348e-01,4.12128669e-03,8.49250198e-06
32663,3.26630000e+00,3.80828662e-01,3.14028669e-03,4.93070024e-06
32664,3.26640000e+00,3.80828878e-01,2.15928669e-03,2.33125950e-06
32665,3.26650000e+00,3.80828996e-01,1.17828669e-03,6.94179759e-07
32666,3.26660000e+00,3.80829016e-01,1.97286688e-04,1.94610186e-08
32667,3.26670000e+00,3.80828937e-01,-7.83713312e-04,3.07103278e-07
32668,3.26680000e+00,3.80828761e-01,-1.76471331e-03,1.55710654e-06
32669,3.26690000e+00,3.80828486e-01,-2.74571331e-03,3.76947080e-06
32670,3.26700000e+00,3.80828114e-01,-3.72671331e-03,6.94419606e-06
32671,3.26710000e+00,3.80827643e-01,-4.70771331e-03,1.10812823e-05
32672,3.26720000e+00,3.80827074e-01,-5.68871331e-03,1.61807296e-05
32673,3.26730000e+00,3.80826407e-01,-6.66971331e-03,2.22425378e-05
32674,3.26740000e+00,3.80825642e-01,-7.65071331e-03,2.92667071e-05
32675,3.26750000e+00,3.80824779e-01,-8.63171331e-03,3.72532374e-05
32676,3.26760000e+00,3.80823818e-01,-9.61271331e-03,4.62021286e-05
32677,3.26770000e+00,3.80822758e-01,-1.05937133e-02,5.61133809e-05
32678,3.26780000e+00,3.80821601e-01,-1.15747133e-02,6.69869941e-05
32679,3.26790000e+00,3.80820345e-01,-1.25557133e-02,7.88229684e-05
32680,3.26800000e+00,3.80818991e-01,-1.35367133e-02,9.16213037e-05
32681,3.26810000e+00,3.80817540e-01,-1.45177133e-02,1.05382000e-04
32682,3.26820000e+00,3.80815990e-01,-1.54987133e-02,1.20105057e-04
32683,3.26830000e+00,3.80814342e-01,-1.64797133e-02,1.35790475e-04
32684,3.26840000e+00,3.80812596e-01,-1.74607133e-02,1.52438255e-04
32685,3.26850000e+00,3.80810752e-01,-1.84417133e-02,1.70048395e-04
32686,3.26860000e+00,3.80808809e-01,-1.94227133e-02,1.88620896e-04
32687,3.26870000e+00,3.80806769e-01,-2.04037133e-02,2.08155758e-04
32688,3.26880000e+00,3.80804631e-01,-2.13847133e-02,2.28652982e-04
32689,3.26890000e+00,3.80802394e-01,-2.23657133e-02,2.50112566e-04
32690,3.26900000e+00,3.80800059e-01,-2.33467133e-02,2.72534511e-04
32691,3.26910000e+00,3.80797627e-01,-2.43277133e-02,2.95918818e-04
32692,3.26920000e+00,3.80795096e-01,-2.53087133e-02,3.20265485e-04
32693,3.26930000e+00,3.80792467e-01,-2.62897133e-02,3.45574513e-04
32694,3.26940000e+00,3.80789740e-01,-2.72707133e-02,3.71845902e-04
32695,3.26950000e+00,3.80786914e-01,-2.82517133e-02,3.99079653e-04
32696,3.26960000e+00,3.80783991e-01,-2.92327133e-02,4.27275764e-04
32697,3.26970000e+00,3.80780970e-01,-3.02137133e-02,4.56434236e-04
32698,3.26980000e+00,3.80777850e-01,-3.11947133e-02,4.86555069e-04
32699,3.26990000e+00,3.80774633e-01,-3.21757133e-02,5.17638264e-04
32700,3.27000000e+00,3.80771317e-01,-3.31567133e-02,5.49683819e-04
32701,3.27010000e+00,3.80767903e-01,-3.41377133e-02,5.82691735e-04
32702,3.27020000e+00,3.80764391e-01,-3.51187133e-02,6.16662012e-04
32703,3.27030000e+00,3.80760781e-01,-3.60997133e-02,6.51594651e-04
32704,3.27040000e+00,3.80757073e-01,-3.70807133e-02,6.87489650e-04
32705,3.27050000e+00,3.80753267e-01,-3.80617133e-02,7.24347010e-04
32706,3.27060000e+00,3.80749363e-01,-3.90427133e-02,7.62166731e-04
32707,3.27070000e+00,3.80745361e-01,-4.00237133e-02,8.00948814e-04
32708,3.27080000e+00,3.80741260e-01,-4.10047133e-02,8.40693257e-04
32709,3.27090000e+00,3.80737062e-01,-4.19857133e-02,8.81400061e-04
32710,3.27100000e+00,3.80732765e-01,-4.29667133e-02,9.23069226e-04
32711,3.27110000e+00,3.80728370e-01,-4.39477133e-02,9.65700753e-04
32712,3.27120000e+00,3.80723877e-01,-4.49287133e-02,1.00929464e-03
32713,3.27130000e+00,3.80719286e-01,-4.59097133e-02,1.05385089e-03
32714,3.27140000e+00,3.80714597e-01,-4.68907133e-02,1.09936950e-03
32715,3.27150000e+00,3.80709810e-01,-4.78717133e-02,1.14585047e-03
32716,3.27160000e+00,3.80704925e-01,-4.88527133e-02,1.19329380e-03
32717,3.27170000e+00,3.80699941e-01,-4.98337133e-02,1.24169949e-03
32718,3.27180000e+00,3.80694860e-01,-5.08147133e-02,1.29106754e-03
32719,3.27190000e+00,3.80689680e-01,-5.17957133e-02,1.34139796e-03
32720,3.27200000e+00,3.80684403e-01,-5.27767133e-02,1.39269073e-03
32721,3.27210000e+00,3.80679027e-01,-5.37577133e-02,1.44494587e-03
32722,3.27220000e+00,3.80673553e-01,-5.47387133e-02,1.49816337e-03
32723,3.27230000e+00,3.80667981e-01,-5.57197133e-02,1.55234323e-03
32724,3.27240000e+00,3.80662311e-01,-5.67007133e-02,1.60748545e-03
32725,3.27250000e+00,3.80656543e-01,-5.76817133e-02,1.66359003e-03
32726,3.27260000e+00,3.80650677e-01,-5.86627133e-02,1.72065697e-03
32727,3.27270000e+00,3.80644712e-01,-5.96437133e-02,1.77868627e-03
32728,3.27280000e+00,3.80638650e-01,-6.06247133e-02,1.83767793e-03
32729,3.27290000e+00,3.80632489e-01,-6.16057133e-02,1.89763196e-03
32730,3.27300000e+00,3.80626230e-01,-6.25867133e-02,1.95854834e-03
32731,3.27310000e+00,3.80619874e-01,-6.35677133e-02,2.02042709e-03
32732,3.27320000e+00,3.80613419e-01,-6.45487133e-02,2.08326820e-03
32733,3.27330000e+00,3.80606866e-01,-6.55297133e-02,2.14707166e-03
32734,3.27340000e+00,3.80600215e-01,-6.65107133e-02,2.21183749e-03
32735,3.27350000e+00,3.80593466e-01,-6.74917133e-02,2.27756568e-03
32736,3.27360000e+00,3.80586618e-01,-6.84727133e-02,2.34425623e-03
32737,3.27370000e+00,3.80579673e-01,-6.94537133e-02,2.41190915e-03
32738,3.27380000e+00,3.80572629e-01,-7.04347133e-02,2.48052442e-03
32739,3.27390000e+00,3.80565488e-01,-7.14157133e-02,2.55010205e-03
32740,3.27400000e+00,3.80558248e-01,-7.23967133e-02,2.62064205e-03
32741,3.27410000e+00,3.80550910e-01,-7.33777133e-02,2.69214441e-03
32742,3.27420000e+00,3.80543475e-01,-7.43587133e-02,2.76460912e-03
32743,3.27430000e+00,3.80535941e-01,-7.53397133e-02,2.83803620e-03
32744,3.27440000e+00,3.80528309e-01,-7.63207133e-02,2.91242564e-03
32745,3.27450000e+00,3.80520578e-01,-7.73017133e-02,2.98777744e-03
32746,3.27460000e+00,3.80512750e-01,-7.82827133e-02,3.06409160e-03
32747,3.27470000e+00,3.80504824e-01,-7.92637133e-02,3.14136812e-03
32748,3.27480000e+00,3.80496799e-01,-8.02447133e-02,3.21960701e-03
32749,3.27490000e+00,3.80488677e-01,-8.12257133e-02,3.29880825e-03
32750,3.27500000e+00,3.80480456e-01,-8.22067133e-02,3.37897186e-03
32751,3.27510000e+00,3.80472137e-01,-8.31877133e-02,3.46009782e-03
32752,3.27520000e+00,3.80463720e-01,-8.41687133e-02,3.54218615e-03
32753,3.27530000e+00,3.80455205e-01,-8.51497133e-02,3.62523684e-03
32754,3.27540000e+00,3.80446592e-01,-8.61307133e-02,3.70924989e-03
32755,3.27550000e+00,3.80437881e-01,-8.71117133e-02,3.79422530e-03
32756,3.27560000e+00,3.80429072e-01,-8.80927133e-02,3.88016307e-03
32757,3.27570000e+00,3.80420164e-01,-8.90737133e-02,3.96706320e-03
32758,3.27580000e+00,3.80411159e-01,-9.00547133e-02,4.05492569e-03
32759,3.27590000e+00,3.80402055e-01,-9.10357133e-02,4.14375055e-03
32760,3.27600000e+00,3.80392854e-01,-9.20167133e-02,4.23353776e-03
32761,3.27610000e+00,3.80383554e-01,-9.29977133e-02,4.32428734e-03
32762,3.27620000e+00,3.80374156e-01,-9.39787133e-02,4.41599928e-03
32763,3.27630000e+00,3.80364660e-01,-9.49597133e-02,4.50867358e-03
32764,3.27640000e+00,3.80355066e-01,-9.59407133e-02,4.60231024e-03
32765,3.27650000e+00,3.80345374e-01,-9.69217133e-02,4.69690926e-03
32766,3.27660000e+00,3.80335584e-01,-9.79027133e-02,4.79247064e-03
32767,3.27670000e+00,3.80325695e-01,-9.88837133e-02,4.88899438e-03
32768,3.27680000e+00,3.80315709e-01,-9.98647133e-02,4.98648048e-03
32769,3.27690000e+00,3.80305624e-01,-1.00845713e-01,5.08492895e-03
32770,3.27700000e+00,3.80295442e-01,-1.01826713e-01,5.18433977e-03
32771,3.27710000e+00,3.80285161e-01,-1.02807713e-01,5.28471296e-03
32772,3.27720000e+00,3.80274782e-01,-1.03788713e-01,5.38604851e-03
32773,3.27730000e+00,3.80264305e-01,-1.04769713e-01,5.48834641e-03
32774,3.27740000e+00,3.80253730e-01,-1.05750713e-01,5.59160668e-03
32775,3.27750000e+00,3.80243057e-01,-1.06731713e-01,5.69582931e-03
32776,3.27760000e+00,3.80232285e-01,-1.07712713e-01,5.80101430e-03
32777,3.27770000e+00,3.80221416e-01,-1.08693713e-01,5.90716166e-03
32778,3.27780000e+00,3.80210449e-01,-1.09674713e-01,6.01427137e-03
32779,3.27790000e+00,3.80199383e-01,-1.10655713e-01,6.12234344e-03
32780,3.27800000e+00,3.80188219e-01,-1.11636713e-01,6.23137788e-03
32781,3.27810000e+00,3.80176958e-01,-1.12617713e-01,6.34137468e-03
32782,3.27820000e+00,3.80165598e-01,-1.13598713e-01,6.45233383e-03
32783,3.27830000e+00,3.80154140e-01,-1.14579713e-01,6.56425535e-03
32784,3.27840000e+00,3.80142584e-01,-1.15560713e-01,6.67713923e-03
32785,3.27850000e+00,3.80130930e-01,-1.16541713e-01,6.79098547e-03
32786,3.27860000e+00,3.80119177e-01,-1.17522713e-01,6.90579407e-03
32787,3.27870000e+00,3.80107327e-01,-1.18503713e-01,7.02156503e-03
32788,3.27880000e+00,3.80095378e-01,-1.19484713e-01,7.13829836e-03
32789,3.27890000e+00,3.80083332e-01,-1.20465713e-01,7.25599404e-03
32790,3.27900000e+00,3.80071187e-01,-1.21446713e-01,7.37465209e-03
32791,3.27910000e+00,3.80058944e-01,-1.22427713e-01,7.49427249e-03
32792,3.27920000e+00,3.80046604e-01,-1.23408713e-01,7.61485526e-03
32793,3.27930000e+00,3.80034165e-01,-1.24389713e-01,7.73640039e-03
32794,3.27940000e+00,3.80021627e-01,-1.25370713e-01,7.85890788e-03
32795,3.27950000e+00,3.80008992e-01,-1.26351713e-01,7.98237773e-03
32796,3.27960000e+00,3.79996259e-01,-1.27332713e-01,8.10680994e-03
32797,3.27970000e+00,3.79983428e-01,-1.28313713e-01,8.23220451e-03
32798,3.27980000e+00,3.79970498e-01,-1.29294713e-01,8.35856145e-03
32799,3.27990000e+00,3.79957471e-01,-1.30275713e-01,8.48588074e-03
32800,3.28000000e+00,3.79944345e-01,-1.31256713e-01,8.61416239e-03
32801,3.28010000e+00,3.79931121e-01,-1.32237713e-01,8.74340641e-03
32802,3.28020000e+00,3.79917799e-01,-1.33218713e-01,8.87361279e-03
32803,3.28030000e+00,3.79904379e-01,-1.34199713e-01,9.00478153e-03
32804,3.28040000e+00,3.79890861e-01,-1.35180713e-01,9.13691263e-03
32805,3.28050000e+00,3.79877245e-01,-1.36161713e-01,9.27000609e-03
32806,3.28060000e+00,3.79863531e-01,-1.37142713e-01,9.40406191e-03
32807,3.28070000e+00,3.79849718e-01,-1.38123713e-01,9.53908009e-03
32808,3.28080000e+00,3.79835808e-01,-1.39104713e-01,9.67506063e-03
32809,3.28090000e+00,3.79821799e-01,-1.40085713e-01,9.81200354e-03
32810,3.28100000e+00,3.79807693e-01,-1.41066713e-01,9.94990880e-03
32811,3.28110000e+00,3.79793488e-01,-1.42047713e-01,1.00887764e-02
32812,3.28120000e+00,3.79779185e-01,-1.43028713e-01,1.02286064e-02
32813,3.28130000e+00,3.79764784e-01,-1.44009713e-01,1.03693988e-02
32814,3.28140000e+00,3.79750285e-01,-1.44990713e-01,1.05111535e-02
32815,3.28150000e+00,3.79735688e-01,-1.45971713e-01,1.06538705e-02
32816,3.28160000e+00,3.79720993e-01,-1.46952713e-01,1.07975500e-02
32817,3.28170000e+00,3.79706199e-01,-1.47933713e-01,1.09421918e-02
32818,3.28180000e+00,3.79691308e-01,-1.48914713e-01,1.10877959e-02
32819,3.28190000e+00,3.79676318e-01,-1.49895713e-01,1.12343624e-02
32820,3.28200000e+00,3.79661231e-01,-1.50876713e-01,1.13818913e-02
32821,3.28210000e+00,3.79646045e-01,-1.51857713e-01,1.15303825e-02
32822,3.28220000e+00,3.79630761e-01,-1.52838713e-01,1.16798361e-02
32823,3.28230000e+00,3.79615379e-01,-1.53819713e-01,1.18302521e-02
32824,3.28240000e+00,3.79599899e-01,-1.54800713e-01,1.19816304e-02
32825,3.28250000e+00,3.79584321e-01,-1.55781713e-01,1.21339711e-02
32826,3.28260000e+00,3.79568644e-01,-1.56762713e-01,1.22872741e-02
32827,3.28270000e+00,3.79552870e-01,-1.57743713e-01,1.24415395e-02
32828,3.28280000e+00,3.79536998e-01,-1.58724713e-01,1.25967673e-02
32829,3.28290000e+00,3.79521027e-01,-1.59705713e-01,1.27529574e-02
32830,3.28300000e+00,3.79504958e-01,-1.60686713e-01,1.29101099e-02
32831,3.28310000e+00,3.79488792e-01,-1.61667713e-01,1.30682248e-02
32832,3.28320000e+00,3.79472527e-01,-1.62648713e-01,1.32273020e-02
