step,time,z,vz,KE
8437,8.43700000e-01,8.98521632e-01,2.73905250e+00,3.75120431e+00
8438,8.43800000e-01,8.98795439e-01,2.73807150e+00,3.74851778e+00
8439,8.43900000e-01,8.99069148e-01,2.73709050e+00,3.74583222e+00
8440,8.44000000e-01,8.99342759e-01,2.73610950e+00,3.74314761e+00
8441,8.44100000e-01,8.99616272e-01,2.73512850e+00,3.74046397e+00
8442,8.44200000e-01,8.99889687e-01,2.73414750e+00,3.73778129e+00
8443,8.44300000e-01,9.00163003e-01,2.73316650e+00,3.73509957e+00
8444,8.44400000e-01,9.00436222e-01,2.73218550e+00,3.73241882e+00
8445,8.44500000e-01,9.00709342e-01,2.73120450e+00,3.72973902e+00
8446,8.44600000e-01,9.00982365e-01,2.73022350e+00,3.72706019e+00
8447,8.44700000e-01,9.01255289e-01,2.72924250e+00,3.72438232e+00
8448,8.44800000e-01,9.01528115e-01,2.72826150e+00,3.72170542e+00
8449,8.44900000e-01,9.01800843e-01,2.72728050e+00,3.71902948e+00
8450,8.45000000e-01,9.02073473e-01,2.72629950e+00,3.71635449e+00
8451,8.45100000e-01,9.02346005e-01,2.72531850e+00,3.71368048e+00
8452,8.45200000e-01,9.02618439e-01,2.72433750e+00,3.71100742e+00
8453,8.45300000e-01,9.02890774e-01,2.72335650e+00,3.70833533e+00
8454,8.45400000e-01,9.03163012e-01,2.72237550e+00,3.70566419e+00
8455,8.45500000e-01,9.03435151e-01,2.72139450e+00,3.70299402e+00
8456,8.45600000e-01,9.03707193e-01,2.72041350e+00,3.70032482e+00
8457,8.45700000e-01,9.03979136e-01,2.71943250e+00,3.69765657e+00
8458,8.45800000e-01,9.04250981e-01,2.71845150e+00,3.69498929e+00
8459,8.45900000e-01,9.04522728e-01,2.71747050e+00,3.69232297e+00
8460,8.46000000e-01,9.04794377e-01,2.71648950e+00,3.68965761e+00
8461,8.46100000e-01,9.05065928e-01,2.71550850e+00,3.68699322e+00
8462,8.46200000e-01,9.05337381e-01,2.71452750e+00,3.68432979e+00
8463,8.46300000e-01,9.05608735e-01,2.71354650e+00,3.68166732e+00
8464,8.46400000e-01,9.05879992e-01,2.71256550e+00,3.67900581e+00
8465,8.46500000e-01,9.06151150e-01,2.71158450e+00,3.67634526e+00
8466,8.46600000e-01,9.06422211e-01,2.71060350e+00,3.67368568e+00
8467,8.46700000e-01,9.06693173e-01,2.70962250e+00,3.67102706e+00
8468,8.46800000e-01,9.06964037e-01,2.70864150e+00,3.66836940e+00
8469,8.46900000e-01,9.07234803e-01,2.70766050e+00,3.66571270e+00
8470,8.47000000e-01,9.07505471e-01,2.70667950e+00,3.66305697e+00
8471,8.47100000e-01,9.07776041e-01,2.70569850e+00,3.66040220e+00
8472,8.47200000e-01,9.08046513e-01,2.70471750e+00,3.65774839e+00
8473,8.47300000e-01,9.08316886e-01,2.70373650e+00,3.65509554e+00
8474,8.47400000e-01,9.08587162e-01,2.70275550e+00,3.65244366e+00
8475,8.47500000e-01,9.08857339e-01,2.70177450e+00,3.64979274e+00
8476,8.47600000e-01,9.09127419e-01,2.70079350e+00,3.64714278e+00
8477,8.47700000e-01,9.09397400e-01,2.69981250e+00,3.64449378e+00
8478,8.47800000e-01,9.09667283e-01,2.69883150e+00,3.64184575e+00
8479,8.47900000e-01,9.09937068e-01,2.69785050e+00,3.63919867e+00
8480,8.48000000e-01,9.10206755e-01,2.69686950e+00,3.63655256e+00
8481,8.48100000e-01,9.10476344e-01,2.69588850e+00,3.63390741e+00
8482,8.48200000e-01,9.10745835e-01,2.69490750e+00,3.63126323e+00
8483,8.48300000e-01,9.11015227e-01,2.69392650e+00,3.62862001e+00
8484,8.48400000e-01,9.11284522e-01,2.69294550e+00,3.62597775e+00
8485,8.48500000e-01,9.11553718e-01,2.69196450e+00,3.62333645e+00
8486,8.48600000e-01,9.11822817e-01,2.69098350e+00,3.62069611e+00
8487,8.48700000e-01,9.12091817e-01,2.69000250e+00,3.61805674e+00
8488,8.48800000e-01,9.12360719e-01,2.68902150e+00,3.61541833e+00
8489,8.48900000e-01,9.12629523e-01,2.68804050e+00,3.61278088e+00
8490,8.49000000e-01,9.12898229e-01,2.68705950e+00,3.61014439e+00
8491,8.49100000e-01,9.13166837e-01,2.68607850e+00,3.60750887e+00
8492,8.49200000e-01,9.13435347e-01,2.68509750e+00,3.60487430e+00
8493,8.49300000e-01,9.13703758e-01,2.68411650e+00,3.60224071e+00
8494,8.49400000e-01,9.13972072e-01,2.68313550e+00,3.59960807e+00
8495,8.49500000e-01,9.14240287e-01,2.68215450e+00,3.59697639e+00
8496,8.49600000e-01,9.14508405e-01,2.68117350e+00,3.59434568e+00
8497,8.49700000e-01,9.14776424e-01,2.68019250e+00,3.59171593e+00
8498,8.49800000e-01,9.15044345e-01,2.67921150e+00,3.58908714e+00
8499,8.49900000e-01,9.15312168e-01,2.67823050e+00,3.58645932e+00
8500,8.50000000e-01,9.15579893e-01,2.67724950e+00,3.58383245e+00
8501,8.50100000e-01,9.15847520e-01,2.67626850e+00,3.58120655e+00
8502,8.50200000e-01,9.16115049e-01,2.67528750e+00,3.57858162e+00
8503,8.50300000e-01,9.16382479e-01,2.67430650e+00,3.57595764e+00
8504,8.50400000e-01,9.16649812e-01,2.67332550e+00,3.57333463e+00
8505,8.50500000e-01,9.16917046e-01,2.67234450e+00,3.57071258e+00
8506,8.50600000e-01,9.17184183e-01,2.67136350e+00,3.56809149e+00
8507,8.50700000e-01,9.17451221e-01,2.67038250e+00,3.56547136e+00
8508,8.50800000e-01,9.17718161e-01,2.66940150e+00,3.56285220e+00
8509,8.50900000e-01,9.17985003e-01,2.66842050e+00,3.56023399e+00
8510,8.51000000e-01,9.18251747e-01,2.66743950e+00,3.55761676e+00
8511,8.51100000e-01,9.18518393e-01,2.66645850e+00,3.55500048e+00
8512,8.51200000e-01,9.18784941e-01,2.66547750e+00,3.55238516e+00
8513,8.51300000e-01,9.19051390e-01,2.66449650e+00,3.54977081e+00
8514,8.51400000e-01,9.19317742e-01,2.66351550e+00,3.54715742e+00
8515,8.51500000e-01,9.19583995e-01,2.66253450e+00,3.54454499e+00
8516,8.51600000e-01,9.19850151e-01,2.66155350e+00,3.54193353e+00
8517,8.51700000e-01,9.20116208e-01,2.66057250e+00,3.53932303e+00
8518,8.51800000e-01,9.20382167e-01,2.65959150e+00,3.53671349e+00
8519,8.51900000e-01,9.20648028e-01,2.65861050e+00,3.53410491e+00
8520,8.52000000e-01,9.20913791e-01,2.65762950e+00,3.53149729e+00
8521,8.52100000e-01,9.21179456e-01,2.65664850e+00,3.52889064e+00
8522,8.52200000e-01,9.21445023e-01,2.65566750e+00,3.52628495e+00
8523,8.52300000e-01,9.21710491e-01,2.65468650e+00,3.52368022e+00
8524,8.52400000e-01,9.21975862e-01,2.65370550e+00,3.52107645e+00
8525,8.52500000e-01,9.22241134e-01,2.65272450e+00,3.51847365e+00
8526,8.52600000e-01,9.22506309e-01,2.65174350e+00,3.51587181e+00
8527,8.52700000e-01,9.22771385e-01,2.65076250e+00,3.51327093e+00
8528,8.52800000e-01,9.23036363e-01,2.64978150e+00,3.51067101e+00
8529,8.52900000e-01,9.23301243e-01,2.64880050e+00,3.50807206e+00
8530,8.53000000e-01,9.23566025e-01,2.64781950e+00,3.50547406e+00
8531,8.53100000e-01,9.23830709e-01,2.64683850e+00,3.50287703e+00
8532,8.53200000e-01,9.24095295e-01,2.64585750e+00,3.50028097e+00
8533,8.53300000e-01,9.24359782e-01,2.64487650e+00,3.49768586e+00
8534,8.53400000e-01,9.24624172e-01,2.64389550e+00,3.49509172e+00
8535,8.53500000e-01,9.24888463e-01,2.64291450e+00,3.49249854e+00
8536,8.53600000e-01,9.25152657e-01,2.64193350e+00,3.48990632e+00
8537,8.53700000e-01,9.25416752e-01,2.64095250e+00,3.48731507e+00
8538,8.53800000e-01,9.25680749e-01,2.63997150e+00,3.48472477e+00
8539,8.53900000e-01,9.25944648e-01,2.63899050e+00,3.48213544e+00
8540,8.54000000e-01,9.26208449e-01,2.63800950e+00,3.47954707e+00
8541,8.54100000e-01,9.26472152e-01,2.63702850e+00,3.47695967e+00
8542,8.54200000e-01,9.26735757e-01,2.63604750e+00,3.47437322e+00
8543,8.54300000e-01,9.26999263e-01,2.63506650e+00,3.47178774e+00
8544,8.54400000e-01,9.27262672e-01,2.63408550e+00,3.46920322e+00
8545,8.54500000e-01,9.27525982e-01,2.63310450e+00,3.46661967e+00
8546,8.54600000e-01,9.27789195e-01,2.63212350e+00,3.46403707e+00
8547,8.54700000e-01,9.28052309e-01,2.63114250e+00,3.46145544e+00
8548,8.54800000e-01,9.28315325e-01,2.63016150e+00,3.45887477e+00
8549,8.54900000e-01,9.28578243e-01,2.62918050e+00,3.45629506e+00
8550,8.55000000e-01,9.28841063e-01,2.62819950e+00,3.45371632e+00
8551,8.55100000e-01,9.29103785e-01,2.62721850e+00,3.45113854e+00
8552,8.55200000e-01,9.29366409e-01,2.62623750e+00,3.44856172e+00
8553,8.55300000e-01,9.29628934e-01,2.62525650e+00,3.44598586e+00
8554,8.55400000e-01,9.29891362e-01,2.62427550e+00,3.44341096e+00
8555,8.55500000e-01,9.30153691e-01,2.62329450e+00,3.44083703e+00
8556,8.55600000e-01,9.30415923e-01,2.62231350e+00,3.43826406e+00
8557,8.55700000e-01,9.30678056e-01,2.62133250e+00,3.43569205e+00
8558,8.55800000e-01,9.30940091e-01,2.62035150e+00,3.43312100e+00
8559,8.55900000e-01,9.31202028e-01,2.61937050e+00,3.43055092e+00
8560,8.56000000e-01,9.31463867e-01,2.61838950e+00,3.42798180e+00
8561,8.56100000e-01,9.31725608e-01,2.61740850e+00,3.42541364e+00
8562,8.56200000e-01,9.31987251e-01,2.61642750e+00,3.42284644e+00
8563,8.56300000e-01,9.32248795e-01,2.61544650e+00,3.42028021e+00
8564,8.56400000e-01,9.32510242e-01,2.61446550e+00,3.41771494e+00
8565,8.56500000e-01,9.32771590e-01,2.61348450e+00,3.41515063e+00
8566,8.56600000e-01,9.33032841e-01,2.61250350e+00,3.41258728e+00
8567,8.56700000e-01,9.33293993e-01,2.61152250e+00,3.41002490e+00
8568,8.56800000e-01,9.33555047e-01,2.61054150e+00,3.40746347e+00
8569,8.56900000e-01,9.33816003e-01,2.60956050e+00,3.40490301e+00
8570,8.57000000e-01,9.34076861e-01,2.60857950e+00,3.40234352e+00
8571,8.57100000e-01,9.34337621e-01,2.60759850e+00,3.39978498e+00
8572,8.57200000e-01,9.34598283e-01,2.60661750e+00,3.39722741e+00
8573,8.57300000e-01,9.34858846e-01,2.60563650e+00,3.39467080e+00
8574,8.57400000e-01,9.35119312e-01,2.60465550e+00,3.39211515e+00
8575,8.57500000e-01,9.35379679e-01,2.60367450e+00,3.38956046e+00
8576,8.57600000e-01,9.35639949e-01,2.60269350e+00,3.38700674e+00
8577,8.57700000e-01,9.35900120e-01,2.60171250e+00,3.38445398e+00
8578,8.57800000e-01,9.36160193e-01,2.60073150e+00,3.38190218e+00
8579,8.57900000e-01,9.36420168e-01,2.59975050e+00,3.37935134e+00
8580,8.58000000e-01,9.36680045e-01,2.59876950e+00,3.37680147e+00
8581,8.58100000e-01,9.36939824e-01,2.59778850e+00,3.37425256e+00
8582,8.58200000e-01,9.37199505e-01,2.59680750e+00,3.37170461e+00
8583,8.58300000e-01,9.37459087e-01,2.59582650e+00,3.36915762e+00
8584,8.58400000e-01,9.37718572e-01,2.59484550e+00,3.36661160e+00
8585,8.58500000e-01,9.37977958e-01,2.59386450e+00,3.36406653e+00
8586,8.58600000e-01,9.38237247e-01,2.59288350e+00,3.36152243e+00
8587,8.58700000e-01,9.38496437e-01,2.59190250e+00,3.35897930e+00
8588,8.58800000e-01,9.38755529e-01,2.59092150e+00,3.35643712e+00
8589,8.58900000e-01,9.39014523e-01,2.58994050e+00,3.35389591e+00
8590,8.59000000e-01,9.39273419e-01,2.58895950e+00,3.35135566e+00
8591,8.59100000e-01,9.39532217e-01,2.58797850e+00,3.34881637e+00
8592,8.59200000e-01,9.39790917e-01,2.58699750e+00,3.34627804e+00
8593,8.59300000e-01,9.40049518e-01,2.58601650e+00,3.34374068e+00
8594,8.59400000e-01,9.40308022e-01,2.58503550e+00,3.34120428e+00
8595,8.59500000e-01,9.40566427e-01,2.58405450e+00,3.33866884e+00
8596,8.59600000e-01,9.40824735e-01,2.58307350e+00,3.33613437e+00
8597,8.59700000e-01,9.41082944e-01,2.58209250e+00,3.33360085e+00
8598,8.59800000e-01,9.41341055e-01,2.58111150e+00,3.33106830e+00
8599,8.59900000e-01,9.41599068e-01,2.58013050e+00,3.32853671e+00
8600,8.60000000e-01,9.41856983e-01,2.57914950e+00,3.32600608e+00
8601,8.60100000e-01,9.42114800e-01,2.57816850e+00,3.32347642e+00
8602,8.60200000e-01,9.42372519e-01,2.57718750e+00,3.32094772e+00
8603,8.60300000e-01,9.42630139e-01,2.57620650e+00,3.31841998e+00
8604,8.60400000e-01,9.42887662e-01,2.57522550e+00,3.31589320e+00
8605,8.60500000e-01,9.43145086e-01,2.57424450e+00,3.31336738e+00
8606,8.60600000e-01,9.43402413e-01,2.57326350e+00,3.31084253e+00
8607,8.60700000e-01,9.43659641e-01,2.57228250e+00,3.30831864e+00
8608,8.60800000e-01,9.43916771e-01,2.57130150e+00,3.30579571e+00
8609,8.60900000e-01,9.44173803e-01,2.57032050e+00,3.30327375e+00
8610,8.61000000e-01,9.44430737e-01,2.56933950e+00,3.30075274e+00
8611,8.61100000e-01,9.44687573e-01,2.56835850e+00,3.29823270e+00
8612,8.61200000e-01,9.44944311e-01,2.56737750e+00,3.29571363e+00
8613,8.61300000e-01,9.45200950e-01,2.56639650e+00,3.29319551e+00
8614,8.61400000e-01,9.45457492e-01,2.56541550e+00,3.29067836e+00
8615,8.61500000e-01,9.45713935e-01,2.56443450e+00,3.28816216e+00
8616,8.61600000e-01,9.45970281e-01,2.56345350e+00,3.28564694e+00
8617,8.61700000e-01,9.46226528e-01,2.56247250e+00,3.28313267e+00
8618,8.61800000e-01,9.46482677e-01,2.56149150e+00,3.28061936e+00
8619,8.61900000e-01,9.46738728e-01,2.56051050e+00,3.27810702e+00
8620,8.62000000e-01,9.46994681e-01,2.55952950e+00,3.27559564e+00
8621,8.62100000e-01,9.47250536e-01,2.55854850e+00,3.27308523e+00
8622,8.62200000e-01,9.47506293e-01,2.55756750e+00,3.27057577e+00
8623,8.62300000e-01,9.47761951e-01,2.55658650e+00,3.26806728e+00
8624,8.62400000e-01,9.48017512e-01,2.55560550e+00,3.26555975e+00
8625,8.62500000e-01,9.48272974e-01,2.55462450e+00,3.26305318e+00
8626,8.62600000e-01,9.48528339e-01,2.55364350e+00,3.26054757e+00
8627,8.62700000e-01,9.48783605e-01,2.55266250e+00,3.25804293e+00
8628,8.62800000e-01,9.49038773e-01,2.55168150e+00,3.25553925e+00
8629,8.62900000e-01,9.49293843e-01,2.55070050e+00,3.25303653e+00
8630,8.63000000e-01,9.49548815e-01,2.54971950e+00,3.25053478e+00
8631,8.63100000e-01,9.49803689e-01,2.54873850e+00,3.24803398e+00
8632,8.63200000e-01,9.50058465e-01,2.54775750e+00,3.24553415e+00
8633,8.63300000e-01,9.50313142e-01,2.54677650e+00,3.24303528e+00
8634,8.63400000e-01,9.50567722e-01,2.54579550e+00,3.24053738e+00
8635,8.63500000e-01,9.50822203e-01,2.54481450e+00,3.23804043e+00
8636,8.63600000e-01,9.51076587e-01,2.54383350e+00,3.23554445e+00
8637,8.63700000e-01,9.51330872e-01,2.54285250e+00,3.23304943e+00
8638,8.63800000e-01,9.51585059e-01,2.54187150e+00,3.23055537e+00
8639,8.63900000e-01,9.51839148e-01,2.54089050e+00,3.22806228e+00
8640,8.64000000e-01,9.52093139e-01,2.53990950e+00,3.22557015e+00
8641,8.64100000e-01,9.52347032e-01,2.53892850e+00,3.22307898e+00
8642,8.64200000e-01,9.52600827e-01,2.53794750e+00,3.22058877e+00
8643,8.64300000e-01,9.52854523e-01,2.53696650e+00,3.21809952e+00
8644,8.64400000e-01,9.53108122e-01,2.53598550e+00,3.21561124e+00
8645,8.64500000e-01,9.53361622e-01,2.53500450e+00,3.21312392e+00
8646,8.64600000e-01,9.53615025e-01,2.53402350e+00,3.21063756e+00
8647,8.64700000e-01,9.53868329e-01,2.53304250e+00,3.20815217e+00
8648,8.64800000e-01,9.54121535e-01,2.53206150e+00,3.20566773e+00
8649,8.64900000e-01,9.54374643e-01,2.53108050e+00,3.20318426e+00
8650,8.65000000e-01,9.54627653e-01,2.53009950e+00,3.20070175e+00
8651,8.65100000e-01,9.54880565e-01,2.52911850e+00,3.19822021e+00
8652,8.65200000e-01,9.55133379e-01,2.52813750e+00,3.19573962e+00
8653,8.65300000e-01,9.55386094e-01,2.52715650e+00,3.19326000e+00
8654,8.65400000e-01,9.55638712e-01,2.52617550e+00,3.19078134e+00
8655,8.65500000e-01,9.55891231e-01,2.52519450e+00,3.18830364e+00
8656,8.65600000e-01,9.56143653e-01,2.52421350e+00,3.18582691e+00
8657,8.65700000e-01,9.56395976e-01,2.52323250e+00,3.18335114e+00
8658,8.65800000e-01,9.56648201e-01,2.52225150e+00,3.18087633e+00
8659,8.65900000e-01,9.56900328e-01,2.52127050e+00,3.17840248e+00
8660,8.66000000e-01,9.57152357e-01,2.52028950e+00,3.17592959e+00
8661,8.66100000e-01,9.57404288e-01,2.51930850e+00,3.17345767e+00
8662,8.66200000e-01,9.57656121e-01,2.51832750e+00,3.17098671e+00
8663,8.66300000e-01,9.57907855e-01,2.51734650e+00,3.16851671e+00
8664,8.66400000e-01,9.58159492e-01,2.51636550e+00,3.16604768e+00
8665,8.66500000e-01,9.58411030e-01,2.51538450e+00,3.16357960e+00
8666,8.66600000e-01,9.58662471e-01,2.51440350e+00,3.16111249e+00
8667,8.66700000e-01,9.58913813e-01,2.51342250e+00,3.15864634e+00
8668,8.66800000e-01,9.59165057e-01,2.51244150e+00,3.15618116e+00
8669,8.66900000e-01,9.59416203e-01,2.51146050e+00,3.15371693e+00
8670,8.67000000e-01,9.59667251e-01,2.51047950e+00,3.15125367e+00
8671,8.67100000e-01,9.59918201e-01,2.50949850e+00,3.14879137e+00
8672,8.67200000e-01,9.60169053e-01,2.50851750e+00,3.14633004e+00
8673,8.67300000e-01,9.60419806e-01,2.50753650e+00,3.14386966e+00
8674,8.67400000e-01,9.60670462e-01,2.50655550e+00,3.14141025e+00
8675,8.67500000e-01,9.60921019e-01,2.50557450e+00,3.13895180e+00
8676,8.67600000e-01,9.61171479e-01,2.50459350e+00,3.13649431e+00
8677,8.67700000e-01,9.61421840e-01,2.50361250e+00,3.13403779e+00
8678,8.67800000e-01,9.61672103e-01,2.50263150e+00,3.13158222e+00
8679,8.67900000e-01,9.61922268e-01,2.50165050e+00,3.12912762e+00
8680,8.68000000e-01,9.62172335e-01,2.50066950e+00,3.12667399e+00
8681,8.68100000e-01,9.62422304e-01,2.49968850e+00,3.12422131e+00
8682,8.68200000e-01,9.62672175e-01,2.49870750e+00,3.12176960e+00
8683,8.68300000e-01,9.62921948e-01,2.49772650e+00,3.11931885e+00
8684,8.68400000e-01,9.63171622e-01,2.49674550e+00,3.11686906e+00
8685,8.68500000e-01,9.63421199e-01,2.49576450e+00,3.11442023e+00
8686,8.68600000e-01,9.63670677e-01,2.49478350e+00,3.11197237e+00
8687,8.68700000e-01,9.63920057e-01,2.49380250e+00,3.10952547e+00
8688,8.68800000e-01,9.64169339e-01,2.49282150e+00,3.10707953e+00
8689,8.68900000e-01,9.64418523e-01,2.49184050e+00,3.10463455e+00
8690,8.69000000e-01,9.64667609e-01,2.49085950e+00,3.10219054e+00
8691,8.69100000e-01,9.64916597e-01,2.48987850e+00,3.09974748e+00
8692,8.69200000e-01,9.65165487e-01,2.48889750e+00,3.09730539e+00
8693,8.69300000e-01,9.65414279e-01,2.48791650e+00,3.09486427e+00
8694,8.69400000e-01,9.65662972e-01,2.48693550e+00,3.09242410e+00
8695,8.69500000e-01,9.65911568e-01,2.48595450e+00,3.08998490e+00
8696,8.69600000e-01,9.66160065e-01,2.48497350e+00,3.08754666e+00
8697,8.69700000e-01,9.66408464e-01,2.48399250e+00,3.08510938e+00
8698,8.69800000e-01,9.66656765e-01,2.48301150e+00,3.08267307e+00
8699,8.69900000e-01,9.66904968e-01,2.48203050e+00,3.08023771e+00
8700,8.70000000e-01,9.67153073e-01,2.48104950e+00,3.07780332e+00
8701,8.70100000e-01,9.67401080e-01,2.48006850e+00,3.07536989e+00
8702,8.70200000e-01,9.67648989e-01,2.47908750e+00,3.07293743e+00
8703,8.70300000e-01,9.67896800e-01,2.47810650e+00,3.07050592e+00
8704,8.70400000e-01,9.68144512e-01,2.47712550e+00,3.06807538e+00
8705,8.70500000e-01,9.68392127e-01,2.47614450e+00,3.06564580e+00
8706,8.70600000e-01,9.68639643e-01,2.47516350e+00,3.06321719e+00
8707,8.70700000e-01,9.68887061e-01,2.47418250e+00,3.06078953e+00
8708,8.70800000e-01,9.69134381e-01,2.47320150e+00,3.05836284e+00
8709,8.70900000e-01,9.69381603e-01,2.47222050e+00,3.05593711e+00
8710,8.71000000e-01,9.69628727e-01,2.47123950e+00,3.05351234e+00
8711,8.71100000e-01,9.69875753e-01,2.47025850e+00,3.05108854e+00
8712,8.71200000e-01,9.70122681e-01,2.46927750e+00,3.04866570e+00
8713,8.71300000e-01,9.70369511e-01,2.46829650e+00,3.04624382e+00
8714,8.71400000e-01,9.70616242e-01,2.46731550e+00,3.04382290e+00
8715,8.71500000e-01,9.70862876e-01,2.46633450e+00,3.04140294e+00
8716,8.71600000e-01,9.71109411e-01,2.46535350e+00,3.03898395e+00
8717,8.71700000e-01,9.71355848e-01,2.46437250e+00,3.03656592e+00
8718,8.71800000e-01,9.71602187e-01,2.46339150e+00,3.03414885e+00
8719,8.71900000e-01,9.71848428e-01,2.46241050e+00,3.03173275e+00
8720,8.72000000e-01,9.72094571e-01,2.46142950e+00,3.02931760e+00
8721,8.72100000e-01,9.72340616e-01,2.46044850e+00,3.02690342e+00
8722,8.72200000e-01,9.72586563e-01,2.45946750e+00,3.02449020e+00
8723,8.72300000e-01,9.72832412e-01,2.45848650e+00,3.02207795e+00
8724,8.72400000e-01,9.73078162e-01,2.45750550e+00,3.01966665e+00
8725,8.72500000e-01,9.73323815e-01,2.45652450e+00,3.01725632e+00
8726,8.72600000e-01,9.73569369e-01,2.45554350e+00,3.01484695e+00
8727,8.72700000e-01,9.73814825e-01,2.45456250e+00,3.01243854e+00
8728,8.72800000e-01,9.74060183e-01,2.45358150e+00,3.01003110e+00
8729,8.72900000e-01,9.74305443e-01,2.45260050e+00,3.00762462e+00
8730,8.73000000e-01,9.74550605e-01,2.45161950e+00,3.00521910e+00
8731,8.73100000e-01,9.74795669e-01,2.45063850e+00,3.00281454e+00
8732,8.73200000e-01,9.75040635e-01,2.44965750e+00,3.00041094e+00
8733,8.73300000e-01,9.75285503e-01,2.44867650e+00,2.99800831e+00
8734,8.73400000e-01,9.75530272e-01,2.44769550e+00,2.99560664e+00
8735,8.73500000e-01,9.75774944e-01,2.44671450e+00,2.99320593e+00
8736,8.73600000e-01,9.76019517e-01,2.44573350e+00,2.99080619e+00
8737,8.73700000e-01,9.76263992e-01,2.44475250e+00,2.98840740e+00
8738,8.73800000e-01,9.76508369e-01,2.44377150e+00,2.98600958e+00
8739,8.73900000e-01,9.76752648e-01,2.44279050e+00,2.98361272e+00
8740,8.74000000e-01,9.76996829e-01,2.44180950e+00,2.98121683e+00
8741,8.74100000e-01,9.77240912e-01,2.44082850e+00,2.97882189e+00
8742,8.74200000e-01,9.77484897e-01,2.43984750e+00,2.97642792e+00
8743,8.74300000e-01,9.77728784e-01,2.43886650e+00,2.97403491e+00
8744,8.74400000e-01,9.77972572e-01,2.43788550e+00,2.97164287e+00
8745,8.74500000e-01,9.78216263e-01,2.43690450e+00,2.96925178e+00
8746,8.74600000e-01,9.78459855e-01,2.43592350e+00,2.96686166e+00
8747,8.74700000e-01,9.78703349e-01,2.43494250e+00,2.96447250e+00
8748,8.74800000e-01,9.78946745e-01,2.43396150e+00,2.96208430e+00
8749,8.74900000e-01,9.79190043e-01,2.43298050e+00,2.95969707e+00
8750,8.75000000e-01,9.79433243e-01,2.43199950e+00,2.95731080e+00
8751,8.75100000e-01,9.79676345e-01,2.43101850e+00,2.95492548e+00
8752,8.75200000e-01,9.79919349e-01,2.43003750e+00,2.95254114e+00
8753,8.75300000e-01,9.80162255e-01,2.42905650e+00,2.95015775e+00
8754,8.75400000e-01,9.80405062e-01,2.42807550e+00,2.94777533e+00
8755,8.75500000e-01,9.80647772e-01,2.42709450e+00,2.94539387e+00
8756,8.75600000e-01,9.80890383e-01,2.42611350e+00,2.94301337e+00
8757,8.75700000e-01,9.81132896e-01,2.42513250e+00,2.94063383e+00
8758,8.75800000e-01,9.81375311e-01,2.42415150e+00,2.93825526e+00
8759,8.75900000e-01,9.81617628e-01,2.42317050e+00,2.93587765e+00
8760,8.76000000e-01,9.81859847e-01,2.42218950e+00,2.93350100e+00
8761,8.76100000e-01,9.82101968e-01,2.42120850e+00,2.93112531e+00
8762,8.76200000e-01,9.82343991e-01,2.42022750e+00,2.92875059e+00
8763,8.76300000e-01,9.82585916e-01,2.41924650e+00,2.92637682e+00
8764,8.76400000e-01,9.82827742e-01,2.41826550e+00,2.92400403e+00
8765,8.76500000e-01,9.83069471e-01,2.41728450e+00,2.92163219e+00
8766,8.76600000e-01,9.83311101e-01,2.41630350e+00,2.91926131e+00
8767,8.76700000e-01,9.83552633e-01,2.41532250e+00,2.91689140e+00
8768,8.76800000e-01,9.83794067e-01,2.41434150e+00,2.91452245e+00
8769,8.76900000e-01,9.84035403e-01,2.41336050e+00,2.91215446e+00
8770,8.77000000e-01,9.84276641e-01,2.41237950e+00,2.90978744e+00
8771,8.77100000e-01,9.84517781e-01,2.41139850e+00,2.90742137e+00
8772,8.77200000e-01,9.84758823e-01,2.41041750e+00,2.90505627e+00
8773,8.77300000e-01,9.84999767e-01,2.40943650e+00,2.90269213e+00
8774,8.77400000e-01,9.85240612e-01,2.40845550e+00,2.90032896e+00
8775,8.77500000e-01,9.85481360e-01,2.40747450e+00,2.89796675e+00
8776,8.77600000e-01,9.85722009e-01,2.40649350e+00,2.89560549e+00
8777,8.77700000e-01,9.85962560e-01,2.40551250e+00,2.89324520e+00
8778,8.77800000e-01,9.86203013e-01,2.40453150e+00,2.89088588e+00
8779,8.77900000e-01,9.86443368e-01,2.40355050e+00,2.88852751e+00
8780,8.78000000e-01,9.86683625e-01,2.40256950e+00,2.88617011e+00
8781,8.78100000e-01,9.86923784e-01,2.40158850e+00,2.88381367e+00
8782,8.78200000e-01,9.87163845e-01,2.40060750e+00,2.88145820e+00
8783,8.78300000e-01,9.87403808e-01,2.39962650e+00,2.87910368e+00
8784,8.78400000e-01,9.87643672e-01,2.39864550e+00,2.87675013e+00
8785,8.78500000e-01,9.87883439e-01,2.39766450e+00,2.87439754e+00
8786,8.78600000e-01,9.88123107e-01,2.39668350e+00,2.87204591e+00
8787,8.78700000e-01,9.88362677e-01,2.39570250e+00,2.86969525e+00
8788,8.78800000e-01,9.88602149e-01,2.39472150e+00,2.86734554e+00
8789,8.78900000e-01,9.88841523e-01,2.39374050e+00,2.86499680e+00
8790,8.79000000e-01,9.89080799e-01,2.39275950e+00,2.86264902e+00
8791,8.79100000e-01,9.89319977e-01,2.39177850e+00,2.86030221e+00
8792,8.79200000e-01,9.89559057e-01,2.39079750e+00,2.85795635e+00
8793,8.79300000e-01,9.89798039e-01,2.38981650e+00,2.85561146e+00
8794,8.79400000e-01,9.90036922e-01,2.38883550e+00,2.85326753e+00
