snap,time,x,y,z
1,5.000000e-01,6.297043e-02,1.925372e-01,1.800621e-01
1,5.000000e-01,1.598795e+00,2.379791e-01,9.790809e-02
1,5.000000e-01,1.658463e+00,9.074748e-01,1.485724e-01
1,5.000000e-01,2.091589e-01,8.177609e-01,5.956842e-02
1,5.000000e-01,3.754346e-01,9.563193e-01,4.860300e-02
1,5.000000e-01,8.337041e-01,8.136721e-01,2.251615e-01
1,5.000000e-01,1.021283e-01,1.863128e+00,4.073417e-02
1,5.000000e-01,9.895438e-01,9.345903e-01,6.810084e-01
1,5.000000e-01,5.836506e-01,1.025923e+00,4.901900e-02
1,5.000000e-01,1.895833e+00,1.638046e+00,2.331400e-02
1,5.000000e-01,1.595390e+00,9.660166e-01,9.069238e-02
1,5.000000e-01,1.216421e+00,6.824102e-01,5.123739e-01
1,5.000000e-01,6.453063e-01,8.365690e-01,8.379424e-02
1,5.000000e-01,5.746026e-01,1.842158e+00,4.902659e-02
1,5.000000e-01,1.373479e-01,1.953942e+00,4.917864e-02
1,5.000000e-01,1.203240e+00,1.460032e+00,4.896178e-02
1,5.000000e-01,1.299193e+00,1.420048e+00,4.262626e-01
1,5.000000e-01,5.848172e-01,1.691379e+00,7.575853e-02
1,5.000000e-01,5.881770e-02,1.341769e+00,6.811209e-01
1,5.000000e-01,6.959059e-01,1.203496e+00,2.001000e-01
1,5.000000e-01,7.588918e-01,1.716139e+00,4.911825e-02
1,5.000000e-01,9.854262e-01,1.689570e+00,4.900035e-02
1,5.000000e-01,3.692784e-01,3.267558e-01,7.914443e-02
1,5.000000e-01,3.465734e-01,1.609391e+00,4.892452e-02
2,1.000000e+00,4.084211e-01,6.966223e-01,4.902093e-02
2,1.000000e+00,9.113534e-01,4.027851e-01,4.901900e-02
2,1.000000e+00,1.091761e+00,1.933717e+00,4.901900e-02
2,1.000000e+00,2.132090e-01,6.013257e-01,4.901902e-02
2,1.000000e+00,3.352346e-01,4.885498e-01,4.902112e-02
2,1.000000e+00,1.438730e+00,6.229663e-02,4.901899e-02
